routeId,sourceId,selectionMode,selectedKnowledgePointIds,questionType,setKind,generationPatternGroupIds,compatiblePatternSpecIds,currentVerifiedMaxQuestionCount,currentQualityStatus,currentUniqueItemSetCount,contractGapCodes,liveAcceptanceFailures,accepted20AcrossSeeds,requiresRepair
pgc_r03_g5a_u08_5a08_application_538c777408bc,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_459b265759f8,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_2e0f9ecbb5f9,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_0e1bf11cb01d,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_c81856a6f598,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_f429be803473,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_26537869ba0a,g4b_u04_4b04,sourceUnit,,application,source-unit,,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_62e2a3f5cf58,g4b_u04_4b04,sourceUnit,,application,source-unit,,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_3d35ee525e64,g4b_u04_4b04,sourceUnit,,application,source-unit,,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_3a8d70cc012a,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_context_floor_ceiling_selection,application,single-form,pg_g4b_u04_context_floor_ceiling,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_e767ebe486ee,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_context_floor_ceiling_selection,application,single-form,pg_g4b_u04_context_floor_ceiling,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_dba5ddfbb4a9,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_context_floor_ceiling_selection,application,single-form,pg_g4b_u04_context_floor_ceiling,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_77969abcbeba,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_payment_denomination_ceiling,application,single-form,pg_g4b_u04_payment_ceiling,ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_b291ed7f35f0,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_payment_denomination_ceiling,application,single-form,pg_g4b_u04_payment_ceiling,ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_b8ab0c4fcb16,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_payment_denomination_ceiling,application,single-form,pg_g4b_u04_payment_ceiling,ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_82a5effd78d7,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_discount_denomination_round_down,application,single-form,pg_g4b_u04_discount_round_down,ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_f76b11dab829,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_discount_denomination_round_down,application,single-form,pg_g4b_u04_discount_round_down,ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_94e32023d7a8,g4b_u04_4b04,singleKnowledgePoint,kp_g4b_u04_discount_denomination_round_down,application,single-form,pg_g4b_u04_discount_round_down,ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_65daa35558a8,g4b_u04_4b04,mixedKnowledgePointsSameUnit,kp_g4b_u04_approximation_language_cues|kp_g4b_u04_approximation_symbol_reading|kp_g4b_u04_three_approximation_methods_compare|kp_g4b_u04_unconditional_round_down|kp_g4b_u04_unconditional_round_up|kp_g4b_u04_round_half_up_place_value|kp_g4b_u04_context_floor_ceiling_selection|kp_g4b_u04_payment_denomination_ceiling|kp_g4b_u04_round_then_add_subtract|kp_g4b_u04_round_then_multiply_divide|kp_g4b_u04_inverse_rounding_unknown_digit|kp_g4b_u04_inverse_rounding_possible_original|kp_g4b_u04_discount_denomination_round_down,application,mixed-all,pg_g4b_u04_context_floor_ceiling|pg_g4b_u04_payment_ceiling|pg_g4b_u04_discount_round_down,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_992032f20132,g4b_u04_4b04,mixedKnowledgePointsSameUnit,kp_g4b_u04_approximation_language_cues|kp_g4b_u04_approximation_symbol_reading|kp_g4b_u04_three_approximation_methods_compare|kp_g4b_u04_unconditional_round_down|kp_g4b_u04_unconditional_round_up|kp_g4b_u04_round_half_up_place_value|kp_g4b_u04_context_floor_ceiling_selection|kp_g4b_u04_payment_denomination_ceiling|kp_g4b_u04_round_then_add_subtract|kp_g4b_u04_round_then_multiply_divide|kp_g4b_u04_inverse_rounding_unknown_digit|kp_g4b_u04_inverse_rounding_possible_original|kp_g4b_u04_discount_denomination_round_down,application,mixed-all,pg_g4b_u04_context_floor_ceiling|pg_g4b_u04_payment_ceiling|pg_g4b_u04_discount_round_down,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u04_4b04_application_8977aece2491,g4b_u04_4b04,mixedKnowledgePointsSameUnit,kp_g4b_u04_approximation_language_cues|kp_g4b_u04_approximation_symbol_reading|kp_g4b_u04_three_approximation_methods_compare|kp_g4b_u04_unconditional_round_down|kp_g4b_u04_unconditional_round_up|kp_g4b_u04_round_half_up_place_value|kp_g4b_u04_context_floor_ceiling_selection|kp_g4b_u04_payment_denomination_ceiling|kp_g4b_u04_round_then_add_subtract|kp_g4b_u04_round_then_multiply_divide|kp_g4b_u04_inverse_rounding_unknown_digit|kp_g4b_u04_inverse_rounding_possible_original|kp_g4b_u04_discount_denomination_round_down,application,mixed-all,pg_g4b_u04_context_floor_ceiling|pg_g4b_u04_payment_ceiling|pg_g4b_u04_discount_round_down,ps_g4b_u04_floor_complete_groups|ps_g4b_u04_ceiling_minimum_required|ps_g4b_u04_payment_amount_ceiling|ps_g4b_u04_payment_banknote_count|ps_g4b_u04_discount_payment_amount_round_down|ps_g4b_u04_discount_banknote_count_round_down,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_9b86fa183ef1,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_b9ea7527439b,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,16,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_3343b99321ed,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_1c9080443536,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_985d770c5a99,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_0f781f8e8a1e,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_46bda35b3c7f,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_7ad26b5a5dbd,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_68bc30e4e2f0,g5a_u02_5a02,sourceUnit,,application,source-unit,,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_0e41b6bbcd12,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,9,DIVERSE_PARAMETER_GENERATOR,9,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_aeea91eb2db0,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,9,DIVERSE_PARAMETER_GENERATOR,9,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_cedc8aeaa8a2,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,5,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_f1433085b802,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,5,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_9c0c742bdbca,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,5,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_3f549bdc074b,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_equal_partition_factor_application,application,single-form,pg_g5a_u02_equal_partition_application,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients,5,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_a69056e44223,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_maximum_equal_grouping_gcf_application,application,single-form,pg_g5a_u02_maximum_equal_grouping,ps_g5a_u02_maximum_equal_grouping,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_e7558529759b,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_maximum_equal_grouping_gcf_application,application,single-form,pg_g5a_u02_maximum_equal_grouping,ps_g5a_u02_maximum_equal_grouping,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_a88fdf164b3c,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_maximum_equal_grouping_gcf_application,application,single-form,pg_g5a_u02_maximum_equal_grouping,ps_g5a_u02_maximum_equal_grouping,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_ef756666b57e,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_maximum_equal_grouping_gcf_application,application,single-form,pg_g5a_u02_maximum_equal_grouping,ps_g5a_u02_maximum_equal_grouping,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_2b2e5a8e045d,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_possible_equal_packaging_common_factor_application,application,single-form,pg_g5a_u02_possible_equal_packaging,ps_g5a_u02_possible_equal_packaging_counts,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_4ed4bfedcd82,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_possible_equal_packaging_common_factor_application,application,single-form,pg_g5a_u02_possible_equal_packaging,ps_g5a_u02_possible_equal_packaging_counts,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_f71640861bb3,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_possible_equal_packaging_common_factor_application,application,single-form,pg_g5a_u02_possible_equal_packaging,ps_g5a_u02_possible_equal_packaging_counts,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_5512b0ef04f6,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_possible_equal_packaging_common_factor_application,application,single-form,pg_g5a_u02_possible_equal_packaging,ps_g5a_u02_possible_equal_packaging_counts,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_83a31209e0a3,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_rectangle_equal_square_side_lengths,application,single-form,pg_g5a_u02_rectangle_square_sides,ps_g5a_u02_rectangle_square_side_lengths,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_c50d6c1ea23c,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_rectangle_equal_square_side_lengths,application,single-form,pg_g5a_u02_rectangle_square_sides,ps_g5a_u02_rectangle_square_side_lengths,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_c64bc5494909,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_rectangle_equal_square_side_lengths,application,single-form,pg_g5a_u02_rectangle_square_sides,ps_g5a_u02_rectangle_square_side_lengths,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_341abddda671,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_rectangle_equal_square_side_lengths,application,single-form,pg_g5a_u02_rectangle_square_sides,ps_g5a_u02_rectangle_square_side_lengths,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_230c8ecf849e,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_square_tile_area_possibilities,application,single-form,pg_g5a_u02_square_tile_areas,ps_g5a_u02_square_tile_area_possibilities,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_af9b08e133c0,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_square_tile_area_possibilities,application,single-form,pg_g5a_u02_square_tile_areas,ps_g5a_u02_square_tile_area_possibilities,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_0cfbb71f3f95,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_square_tile_area_possibilities,application,single-form,pg_g5a_u02_square_tile_areas,ps_g5a_u02_square_tile_area_possibilities,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_c00dafaf2eb5,g5a_u02_5a02,singleKnowledgePoint,kp_g5a_u02_square_tile_area_possibilities,application,single-form,pg_g5a_u02_square_tile_areas,ps_g5a_u02_square_tile_area_possibilities,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_a51b364b09f1,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u02_5a02_application_bc48afaa90f5,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,16,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
